case,		cells,	time,	tipTemp,	tailTemp,	maxTemp,	XmaxTemp,
rcf_100,	4719,	0.0026,	302.495,	318.984,	353.521,	0.0122378
rcf_100,	4719,	0.0016,	302.495,	319.04,		353.554,	0.0122378
rcf_200,	8597,	
