"","simName","csvName","E.drag","E.engine","E.grav","h.max"
"1","O_minimal_70degSweptTruncTrap","simData/O_minimal_70degSweptTruncTrap.csv","6.053e+06","8.58e+06","1.3e+06",8962.8
